Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Etapa de extracción secuencial,Caracterización de la muestra,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"12,7",Cromo Total,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,7,Cobre,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,16716,Hierro,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,645,Potasio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,3710,Magnesio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"225,9",Manganeso,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<3.0,Molibdeno,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,2843,Sodio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<2.0,Níquel,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<5.0,Plomo,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<10.0,Antimonio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<10.0,Selenio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<9.0,Talio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"56,9",Vanadio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"30,4",Zinc,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<15.5,Boro,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<10.0,Bismuto,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<6.0,Litio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,2061,Fósforo,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"594,3",Silicio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<10.0,Estaño,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"35,9",Estroncio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,"693,3",Titanio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU01,465911,9485392,3,17,WGS 84,"Muestra  puntual de suelo tomada a 3m en direccion noroeste de la ubicación del pozo y a una profundidad de 0,35m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:24:00 AM,<0.10,Mercurio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Ensayo por cromatografía - HTP,No aplica,No aplica,10/8/19,7:42:00 AM,<6.8,Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Ensayo por cromatografía - HTP,No aplica,No aplica,10/8/19,7:42:00 AM,<6.8,Fracciones de Hidrocarburos F3 (C28-C40),mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<1.7,Plata,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,8221,Aluminio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<17.8,Arsénico,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"13,1",Bario,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<2.0,Berilio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,11334,Calcio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<1.0,Cadmio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,8,Cobalto,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"19,5",Cromo Total,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"7,9",Cobre,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,23686,Hierro,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"710,3",Potasio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,4249,Magnesio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"293,7",Manganeso,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<3.0,Molibdeno,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,3520,Sodio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<2.0,Níquel,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<5.0,Plomo,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<10.0,Antimonio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<10.0,Selenio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<9.0,Talio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"94,7",Vanadio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"40,8",Zinc,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<15.5,Boro,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<10.0,Bismuto,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<6.0,Litio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,3082,Fósforo,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,556,Silicio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<10.0,Estaño,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"46,3",Estroncio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,"947,7",Titanio,mg/Kg
INFORME N° 00583-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05899,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05899-SU02,465913,9485384,3,17,WGS 84,"Muestra  puntual de suelo tomada a 4m en direccion sur de la ubicación del pozo y a una profundidad de 0,4m de la superficie del suelo",Simple,Metales totales,No aplica,No aplica,10/8/19,7:42:00 AM,<0.10,Mercurio,mg/Kg
INFORME N° 00515-2019-OEFA/DEAM-SSIM,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F05894,Primer monitoreo,Suelo,Suelo,Área de potencial interés,F05894-SU01,486246,9531723,297,17,WGS 84,"Muestra puntual de suelo tomada a 9 m en dirección suroeste de la ubicación del pozo y a una profundidad de 0,4 m de la superficie del suelo.",Simple,Ensayo por cromatografía - HTP,No aplica,No aplica,10/7/19,12:28:00 PM,"17,7",Fracciones de Hidrocarburos F2 (C10-C28),mg/Kg
