Número de informe,Nombre de la Evaluación,Etapa,Componente ambiental,Procedencia de la Muestra,Procedencia Especifica de la Muestra,Nombre del punto,Este,Norte,Altitud,Zona,Datum,Descripción de ubicación,Tipo de muestra,Tipo de análisis,Fecha,Hora,Valor,Parámetro,Unidad de medida
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0022",Vanadio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0028",Aluminio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0028",Zinc,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0043",Níquel,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0091",Arsénico,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0124",Bario,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,0326",Manganeso,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,1922",Hierro,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,2727",Litio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"0,733",Boro,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"7,8811",Potasio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"11,0661",Silicio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"13,3886",Estroncio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"521,9096",Sodio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Otros Parámetros,7/7/2014,10:33:00 AM,"718,7",Cloruros,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"742,8442",Calcio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,"834,934",Magnesio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0001,Mercurio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0002,Cadmio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0002,Selenio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0002,Plata,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0002,Antimonio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0003,Bismuto,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0003,Talio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0003,Uranio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0003,Cerio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0004,Estaño,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0005,Cromo Total,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0006,Berilio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0010,Thorio,mg/L
INFORME N° 00391-2015-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00768,Segundo monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00768-AG03,401161,8289207,0,17,WGS 84,"La muestra de agua se tomo en  el canal de riego proveniente del afloramiento a 96 m del pozo, antes de su ingreso a los campos de cultivo",Simple,Metales totales,7/7/2014,10:33:00 AM,<0.0033,Fósforo,mg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Acenafteno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Acenaftileno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Antraceno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Benzo (a) Antraceno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Benzo (a) Pireno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Benzo (b) Fluoranteno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,"Benzo (g,h,i) Perileno",µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Benzo (k) Fluoranteno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Criseno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,"Dibenzo (a,h) Antraceno",µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Fenantreno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Fluoranteno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Fluoreno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,"Indeno (1,2,3 cd) Pireno",µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Naftaleno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - PAHS,10/3/2014,2:10:00 PM,<0.5,Pireno,µg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Ensayo por cromatografía - HTP,10/3/2014,2:10:00 PM,"195812,19",Hidrocarburos totales de petróleo (C6-C28),mg/L
INFORME N° 00124-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00334,Primer monitoreo,Agua,Agua natural subterránea,Agua subterránea de pozo,F00334-AG01,464948,9482427,0,17,WGS 84,"Muestra de agua tomada a una profundidad de 0,60 m",Simple,Otros Parámetros,10/3/2014,2:10:00 PM,208980,Aceites y grasas,mg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Acenafteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Acenaftileno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Antraceno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Benzo (a) Antraceno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Benzo (a) Pireno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Benzo (b) Fluoranteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,"Benzo (g,h,i) Perileno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Benzo (k) Fluoranteno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Criseno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,"Dibenzo (a,h) Antraceno",µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Fenantreno,µg/L
INFORME N° 00174-2016-OEFA/DE-SDCA-CIPASH,Identificación de Pasivo Ambiental del Subsector Hidrocarburos con código de Ficha F00335,Primer monitoreo,Agua,Agua natural superficial,Agua superficial de río,F00335-AG01,464607,9482429,0,17,WGS 84,"Muestra de agua tomada a orillas de la laguna Punta Balcones, a 100 metros de distancia del pozo.",Simple,Ensayo por cromatografía - PAHS,4/3/2014,12:25:00 PM,<0.5,Fluoranteno,µg/L
