Anio,NroMes,ubigeo,Departamento,Provincia,Distrito,Sexo,Etapa,GrupoTamizaje,DetalleTamizaje,Casos
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,18
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,18 - 24,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,19
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,16
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,15
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,10
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,< 1,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,78
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,42
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,10 - 11,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,12 - 14,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,16
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,13
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,15
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,51
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,25 - 29,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,13
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,22
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,4
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,40 - 59,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,4
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,7
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,22
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,80  +,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,8,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,8,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,8,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,M,80  +,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,14
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,25 - 29,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,2
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30 - 39,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,15
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,22
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,40 - 59,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,13
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,20
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,5 - 9,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,7
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,23
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,226
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,6
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,61
2017,8,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,11
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,25
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,17
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,15
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,5
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,10 - 11,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12 - 14,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,34
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,5
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,118
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,18 - 24,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,4
2017,8,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,M,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,10
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,< 1,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,11
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,7
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,16
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,17
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,16
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,11
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,8
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,9
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,2
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,18 - 24,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,4
2017,8,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,60 - 79,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,14
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,30
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,12
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,8,140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,3
2017,8,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,F,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,2
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,F,60 - 79,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,80
2017,8,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,12 - 14,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,1 - 4,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,30 - 39,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,9,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,9,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,2
2017,9,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,25 - 29,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,9,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,9,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,3
2017,9,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,9,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,30 - 39,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,9,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,40 - 59,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,9,140201,LAMBAYEQUE,FERRE�AFE,FERRE�AFE,M,1 - 4,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,8
2017,9,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,F,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,9,140206,LAMBAYEQUE,FERRE�AFE,PUEBLO NUEVO,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,9,140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,F,30 - 39,SOLO TAMIZAJES POSITIVOS,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE ALCOHOL,1
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,43
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,40 - 59,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,70
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,F,60 - 79,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,11
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,343
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,12 - 14,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,4
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18 - 24,SOLO TAMIZAJES POSITIVOS,TRASTORNO DEPRESIVO,6
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,TRASTORNO DE CONSUMO DE DROGAS,1
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,SOLO TAMIZAJES POSITIVOS,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,1
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,25 - 29,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,14
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,5 - 9,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,96
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,60 - 79,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,11
2017,8,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,80  +,TOTAL DE TAMIZAJES,TRASTORNO DEPRESIVO,1
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,15 - 17,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,1
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,15 - 17,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,1
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,F,30 - 39,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,< 1,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,57
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,15 - 17,TOTAL DE TAMIZAJES,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,6
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,18 - 24,TOTAL DE TAMIZAJES,TRASTORNO DE CONSUMO DE ALCOHOL Y OTROS DROGAS,5
2017,8,140103,LAMBAYEQUE,CHICLAYO,ETEN,M,40 - 59,TOTAL DE TAMIZAJES,SINDROME Y/O TRASTORNO PSICOTICO,3
